model,ttfb_min,ttfb_avg,ttfb_max,t2last_min,t2last_avg,t2last_max,total_min,total_avg,total_max
models/gemini-1.5-flash,0.4294810999999754,0.47826623332609114,0.5128135999548249,0.41153640003176406,0.4137641000173365,0.4153944000136107,0.8485791999846697,0.8978353333271419,0.9368336999905296
models/gemini-2.5-flash,0.44156559999100864,0.6378954999963753,0.9568773999926634,0.3409265000373125,0.39395433334478486,0.44680600002175197,0.84033969999291,1.035069833335001,1.404272400017362
models/gemini-2.5-flash-lite,0.6532471000100486,0.9233123666684454,1.385235499998089,0.10815340001136065,0.17775673333865902,0.21997279999777675,0.8734981000307016,1.1033131000003777,1.4972284999676049
models/gemini-2.0-flash-lite,0.4391388000221923,0.7462193333388617,1.3186459999997169,0.3279793999972753,0.37524753333612654,0.4051558999926783,0.8492936000111513,1.126990566670429,1.6550890000071377
models/gemini-2.0-flash,0.5737778999609873,0.6539502666564658,0.8096096999943256,0.39492720004636794,0.4736241333497067,0.5215807000058703,0.9732914000051096,1.1303868666679289,1.3141248999745585
models/gemma-3-4b-it,1.1759755000239238,1.2358260333615665,1.282395800051745,1.4726120000123046,1.6122402333227608,1.754438999982085,2.71620670001721,2.932145800014647,3.080689300026279
models/gemini-2.5-pro,2.0548849999904633,2.5031193000031635,3.3569708000286482,0.9264294999884441,1.451384733314626,2.2048126999870874,3.0312323999824002,3.9618274666718207,4.594201200001407
models/gemini-1.5-pro,,,,,,,,,
